terra_time_utc,aqua_time_utc,analysis_roi,mask_rule,terra_centroid_x_px,terra_centroid_y_px,aqua_centroid_x_px,aqua_centroid_y_px,dx_px_east,dy_px_south,displacement_px,scale_bar_px,km_per_px,nominal_displacement_km,nominal_bearing_deg,sensitivity_min_km,sensitivity_max_km,sensitivity_min_bearing_deg,sensitivity_max_bearing_deg
2015-08-13T02:30:00Z,about 3 hours later (NASA wording),"(250, 120, 500, 340)",R-B > -15; 30 < mean RGB < 100,369.2890535917902,200.51710376282782,389.6733102253033,275.69324090121313,20.384256633513075,75.17613713838531,77.89075371024623,46.0,0.6521739130434783,50.79831763711711,164.82885414639702,42.94742358594704,61.41673001613459,154.43036918289351,170.9374275272512
